Job ID,Salary Range Original,currency,salary_min,salary_max,salary_avg
14590,A$146000 - A$180000,AUD,146000,180000,163000
14591,A$98000 - A$114000,AUD,98000,114000,106000
14592,€137000 - €171000,EUR,137000,171000,154000
14593,CHF 63000 - CHF 75000,CHF,63000,75000,69000
14594,"¥15,200 - ¥18,500",JPY,15200,18500,16850
14595,C$155000 - C$202000,CAD,155000,202000,178500
14596,€143000 - €173000,EUR,143000,173000,158000
14597,₹9L - ₹13L,INR,900000,1300000,1100000
14598,€151000 - €168000,EUR,151000,168000,159500
14599,S$97000 - S$115000,SGD,97000,115000,106000
14600,€110000 - €135000,EUR,110000,135000,122500
14601,A$94000 - A$124000,AUD,94000,124000,109000
14602,C$100000 - C$121000,CAD,100000,121000,110500
14603,S$131000 - S$173000,SGD,131000,173000,152000
14604,$88000 - $118000,USD,88000,118000,103000
14605,€70000 - €77000,EUR,70000,77000,73500
14606,C$78000 - C$91000,CAD,78000,91000,84500
14607,CHF 66000 - CHF 91000,CHF,66000,91000,78500
14608,"¥9,200 - ¥11,500",JPY,9200,11500,10350
14609,A$92000 - A$117000,AUD,92000,117000,104500
14610,A$91000 - A$106000,AUD,91000,106000,98500
14611,S$139000 - S$163000,SGD,139000,163000,151000
14612,A$131000 - A$148000,AUD,131000,148000,139500
14613,€141000 - €183000,EUR,141000,183000,162000
14614,€93000 - €113000,EUR,93000,113000,103000
14615,€132000 - €177000,EUR,132000,177000,154500
14616,€50000 - €68000,EUR,50000,68000,59000
14617,A$132000 - A$175000,AUD,132000,175000,153500
14618,C$108000 - C$134000,CAD,108000,134000,121000
14619,$194000 - $250000,USD,194000,250000,222000
14620,€104000 - €124000,EUR,104000,124000,114000
14621,€147000 - €181000,EUR,147000,181000,164000
14622,CHF 94000 - CHF 111000,CHF,94000,111000,102500
14623,C$106000 - C$135000,CAD,106000,135000,120500
14624,C$142000 - C$190000,CAD,142000,190000,166000
14625,€90000 - €111000,EUR,90000,111000,100500
14626,C$109000 - C$130000,CAD,109000,130000,119500
14627,€95000 - €118000,EUR,95000,118000,106500
14628,₹39L - ₹55L,INR,3900000,5500000,4700000
14629,$131000 - $166000,USD,131000,166000,148500
14630,€91000 - €102000,EUR,91000,102000,96500
14631,C$105000 - C$135000,CAD,105000,135000,120000
14632,€147000 - €169000,EUR,147000,169000,158000
14633,₹31L - ₹47L,INR,3100000,4700000,3900000
14634,€78000 - €85000,EUR,78000,85000,81500
14635,£74000 - £87000,GBP,74000,87000,80500
14636,€134000 - €154000,EUR,134000,154000,144000
14637,€69000 - €86000,EUR,69000,86000,77500
14638,S$91000 - S$104000,SGD,91000,104000,97500
14639,€90000 - €114000,EUR,90000,114000,102000
14640,A$136000 - A$164000,AUD,136000,164000,150000
14641,€150000 - €182000,EUR,150000,182000,166000
14642,S$64000 - S$80000,SGD,64000,80000,72000
14643,€108000 - €133000,EUR,108000,133000,120500
14644,£47000 - £57000,GBP,47000,57000,52000
14645,£113000 - £150000,GBP,113000,150000,131500
14646,A$101000 - A$119000,AUD,101000,119000,110000
14647,€67000 - €88000,EUR,67000,88000,77500
14648,€153000 - €186000,EUR,153000,186000,169500
14649,S$90000 - S$100000,SGD,90000,100000,95000
14650,CHF 137000 - CHF 165000,CHF,137000,165000,151000
14651,₹31L - ₹58L,INR,3100000,5800000,4450000
14652,S$69000 - S$91000,SGD,69000,91000,80000
14653,CHF 67000 - CHF 78000,CHF,67000,78000,72500
14654,$124000 - $140000,USD,124000,140000,132000
14655,S$99000 - S$113000,SGD,99000,113000,106000
14656,€71000 - €79000,EUR,71000,79000,75000
14657,A$97000 - A$111000,AUD,97000,111000,104000
14658,"¥6,800 - ¥8,600",JPY,6800,8600,7700
14659,€74000 - €92000,EUR,74000,92000,83000
14660,$139000 - $154000,USD,139000,154000,146500
14661,€141000 - €182000,EUR,141000,182000,161500
14662,€96000 - €110000,EUR,96000,110000,103000
14663,C$97000 - C$116000,CAD,97000,116000,106500
14664,€100000 - €127000,EUR,100000,127000,113500
14665,"¥14,600 - ¥17,600",JPY,14600,17600,16100
14666,$87000 - $115000,USD,87000,115000,101000
14667,A$95000 - A$112000,AUD,95000,112000,103500
14668,€141000 - €175000,EUR,141000,175000,158000
14669,"¥6,500 - ¥7,500",JPY,6500,7500,7000
14670,₹15L - ₹30L,INR,1500000,3000000,2250000
14671,S$95000 - S$113000,SGD,95000,113000,104000
14672,"¥9,700 - ¥11,200",JPY,9700,11200,10450
14673,"¥13,100 - ¥16,400",JPY,13100,16400,14750
14674,€94000 - €118000,EUR,94000,118000,106000
14675,$136000 - $174000,USD,136000,174000,155000
14676,A$146000 - A$178000,AUD,146000,178000,162000
14677,€96000 - €108000,EUR,96000,108000,102000
14678,€151000 - €176000,EUR,151000,176000,163500
14679,A$98000 - A$122000,AUD,98000,122000,110000
14680,€91000 - €101000,EUR,91000,101000,96000
14681,"¥7,000 - ¥8,600",JPY,7000,8600,7800
14682,€141000 - €178000,EUR,141000,178000,159500
14683,CHF 150000 - CHF 192000,CHF,150000,192000,171000
14684,€67000 - €88000,EUR,67000,88000,77500
14685,£98000 - £131000,GBP,98000,131000,114500
14686,€50000 - €64000,EUR,50000,64000,57000
14687,₹41L - ₹50L,INR,4100000,5000000,4550000
14688,S$98000 - S$119000,SGD,98000,119000,108500
14689,S$99000 - S$111000,SGD,99000,111000,105000
14690,€74000 - €92000,EUR,74000,92000,83000
14691,C$150000 - C$187000,CAD,150000,187000,168500
14692,$139000 - $167000,USD,139000,167000,153000
14693,A$103000 - A$116000,AUD,103000,116000,109500
14694,€67000 - €84000,EUR,67000,84000,75500
14695,S$90000 - S$120000,SGD,90000,120000,105000
14696,C$99000 - C$114000,CAD,99000,114000,106500
14697,$125000 - $160000,USD,125000,160000,142500
14698,€79000 - €94000,EUR,79000,94000,86500
14699,€133000 - €164000,EUR,133000,164000,148500
14700,C$145000 - C$191000,CAD,145000,191000,168000
14701,C$75000 - C$89000,CAD,75000,89000,82000
14702,S$145000 - S$190000,SGD,145000,190000,167500
14703,$84000 - $108000,USD,84000,108000,96000
14704,CHF 145000 - CHF 189000,CHF,145000,189000,167000
14705,S$99000 - S$117000,SGD,99000,117000,108000
14706,$140000 - $175000,USD,140000,175000,157500
14707,"¥6,300 - ¥7,500",JPY,6300,7500,6900
14708,A$153000 - A$170000,AUD,153000,170000,161500
14709,CHF 70000 - CHF 77000,CHF,70000,77000,73500
14710,€112000 - €126000,EUR,112000,126000,119000
14711,€147000 - €168000,EUR,147000,168000,157500
14712,C$99000 - C$119000,CAD,99000,119000,109000
14713,C$101000 - C$113000,CAD,101000,113000,107000
14714,£75000 - £82000,GBP,75000,82000,78500
14715,€93000 - €106000,EUR,93000,106000,99500
14716,S$91000 - S$121000,SGD,91000,121000,106000
14717,₹8L - ₹20L,INR,800000,2000000,1400000
14718,C$103000 - C$127000,CAD,103000,127000,115000
14719,S$62000 - S$69000,SGD,62000,69000,65500
14720,€136000 - €155000,EUR,136000,155000,145500
14721,C$100000 - C$124000,CAD,100000,124000,112000
14722,€93000 - €103000,EUR,93000,103000,98000
14723,S$100000 - S$128000,SGD,100000,128000,114000
14724,€65000 - €82000,EUR,65000,82000,73500
14725,€96000 - €118000,EUR,96000,118000,107000
14726,C$109000 - C$132000,CAD,109000,132000,120500
14727,₹9L - ₹13L,INR,900000,1300000,1100000
14728,€76000 - €93000,EUR,76000,93000,84500
14729,€65000 - €72000,EUR,65000,72000,68500
14730,C$106000 - C$121000,CAD,106000,121000,113500
14731,CHF 101000 - CHF 126000,CHF,101000,126000,113500
14732,"¥6,600 - ¥8,400",JPY,6600,8400,7500
14733,"¥9,500 - ¥11,400",JPY,9500,11400,10450
14734,€100000 - €128000,EUR,100000,128000,114000
14735,S$103000 - S$128000,SGD,103000,128000,115500
14736,€92000 - €108000,EUR,92000,108000,100000
14737,€97000 - €117000,EUR,97000,117000,107000
14738,CHF 90000 - CHF 119000,CHF,90000,119000,104500
14739,€103000 - €114000,EUR,103000,114000,108500
14740,A$98000 - A$119000,AUD,98000,119000,108500
14741,CHF 137000 - CHF 162000,CHF,137000,162000,149500
14742,"¥9,200 - ¥10,400",JPY,9200,10400,9800
14743,$222000 - $295000,USD,222000,295000,258500
14744,€107000 - €137000,EUR,107000,137000,122000
14745,€103000 - €133000,EUR,103000,133000,118000
14746,A$92000 - A$111000,AUD,92000,111000,101500
14747,₹35L - ₹55L,INR,3500000,5500000,4500000
14748,€79000 - €87000,EUR,79000,87000,83000
14749,CHF 102000 - CHF 122000,CHF,102000,122000,112000
14750,₹10L - ₹16L,INR,1000000,1600000,1300000
14751,€92000 - €119000,EUR,92000,119000,105500
14752,$127000 - $166000,USD,127000,166000,146500
14753,S$93000 - S$112000,SGD,93000,112000,102500
14754,S$92000 - S$110000,SGD,92000,110000,101000
14755,"¥10,300 - ¥12,200",JPY,10300,12200,11250
14756,€53000 - €58000,EUR,53000,58000,55500
14757,€70000 - €91000,EUR,70000,91000,80500
14758,A$151000 - A$195000,AUD,151000,195000,173000
14759,€64000 - €86000,EUR,64000,86000,75000
14760,A$69000 - A$82000,AUD,69000,82000,75500
14761,€97000 - €125000,EUR,97000,125000,111000
14762,€94000 - €122000,EUR,94000,122000,108000
14763,C$71000 - C$83000,CAD,71000,83000,77000
14764,S$148000 - S$186000,SGD,148000,186000,167000
14765,CHF 147000 - CHF 182000,CHF,147000,182000,164500
14766,$135000 - $153000,USD,135000,153000,144000
14767,€96000 - €126000,EUR,96000,126000,111000
14768,"¥6,200 - ¥7,400",JPY,6200,7400,6800
14769,C$107000 - C$118000,CAD,107000,118000,112500
14770,€51000 - €64000,EUR,51000,64000,57500
14771,₹19L - ₹29L,INR,1900000,2900000,2400000
14772,CHF 96000 - CHF 111000,CHF,96000,111000,103500
14773,£69000 - £90000,GBP,69000,90000,79500
14774,€73000 - €96000,EUR,73000,96000,84500
14775,$123000 - $145000,USD,123000,145000,134000
14776,€135000 - €177000,EUR,135000,177000,156000
14777,"¥6,800 - ¥8,900",JPY,6800,8900,7850
14778,S$149000 - S$185000,SGD,149000,185000,167000
14779,€71000 - €94000,EUR,71000,94000,82500
14780,€147000 - €172000,EUR,147000,172000,159500
14781,€138000 - €181000,EUR,138000,181000,159500
14782,€139000 - €180000,EUR,139000,180000,159500
14783,S$102000 - S$119000,SGD,102000,119000,110500
14784,C$74000 - C$84000,CAD,74000,84000,79000
14785,€130000 - €155000,EUR,130000,155000,142500
14786,€62000 - €73000,EUR,62000,73000,67500
14787,C$99000 - C$124000,CAD,99000,124000,111500
14788,$84000 - $110000,USD,84000,110000,97000
14789,€145000 - €180000,EUR,145000,180000,162500
14790,€64000 - €80000,EUR,64000,80000,72000
14791,£113000 - £135000,GBP,113000,135000,124000
14792,€71000 - €89000,EUR,71000,89000,80000
14793,€91000 - €104000,EUR,91000,104000,97500
14794,€136000 - €153000,EUR,136000,153000,144500
14795,A$62000 - A$79000,AUD,62000,79000,70500
14796,$84000 - $114000,USD,84000,114000,99000
14797,€144000 - €169000,EUR,144000,169000,156500
14798,€63000 - €85000,EUR,63000,85000,74000
14799,$90000 - $100000,USD,90000,100000,95000
14800,₹31L - ₹42L,INR,3100000,4200000,3650000
14801,$216000 - $259000,USD,216000,259000,237500
14802,€90000 - €118000,EUR,90000,118000,104000
14803,S$92000 - S$113000,SGD,92000,113000,102500
14804,€132000 - €151000,EUR,132000,151000,141500
14805,C$98000 - C$125000,CAD,98000,125000,111500
14806,CHF 99000 - CHF 126000,CHF,99000,126000,112500
14807,A$152000 - A$193000,AUD,152000,193000,172500
14808,€102000 - €125000,EUR,102000,125000,113500
14809,S$92000 - S$121000,SGD,92000,121000,106500
14810,CHF 137000 - CHF 179000,CHF,137000,179000,158000
14811,€63000 - €70000,EUR,63000,70000,66500
14812,A$97000 - A$120000,AUD,97000,120000,108500
14813,£108000 - £142000,GBP,108000,142000,125000
14814,€130000 - €153000,EUR,130000,153000,141500
14815,€53000 - €66000,EUR,53000,66000,59500
14816,€96000 - €119000,EUR,96000,119000,107500
14817,€96000 - €107000,EUR,96000,107000,101500
14818,A$153000 - A$185000,AUD,153000,185000,169000
14819,"¥14,000 - ¥18,000",JPY,14000,18000,16000
14820,S$90000 - S$117000,SGD,90000,117000,103500
14821,€68000 - €79000,EUR,68000,79000,73500
14822,€56000 - €73000,EUR,56000,73000,64500
14823,C$99000 - C$116000,CAD,99000,116000,107500
14824,A$103000 - A$116000,AUD,103000,116000,109500
14825,CHF 66000 - CHF 88000,CHF,66000,88000,77000
14826,C$106000 - C$119000,CAD,106000,119000,112500
14827,S$95000 - S$109000,SGD,95000,109000,102000
14828,$134000 - $171000,USD,134000,171000,152500
14829,£47000 - £59000,GBP,47000,59000,53000
14830,$133000 - $156000,USD,133000,156000,144500
14831,S$147000 - S$185000,SGD,147000,185000,166000
14832,₹10L - ₹14L,INR,1000000,1400000,1200000
14833,£46000 - £52000,GBP,46000,52000,49000
14834,"¥15,100 - ¥18,800",JPY,15100,18800,16950
14835,C$77000 - C$89000,CAD,77000,89000,83000
14836,A$131000 - A$175000,AUD,131000,175000,153000
14837,€101000 - €118000,EUR,101000,118000,109500
14838,CHF 69000 - CHF 92000,CHF,69000,92000,80500
14839,S$101000 - S$116000,SGD,101000,116000,108500
14840,£100000 - £132000,GBP,100000,132000,116000
14841,€93000 - €111000,EUR,93000,111000,102000
14842,£107000 - £125000,GBP,107000,125000,116000
14843,€144000 - €174000,EUR,144000,174000,159000
14844,€70000 - €89000,EUR,70000,89000,79500
14845,CHF 144000 - CHF 175000,CHF,144000,175000,159500
14846,A$148000 - A$167000,AUD,148000,167000,157500
14847,£74000 - £96000,GBP,74000,96000,85000
14848,S$100000 - S$117000,SGD,100000,117000,108500
14849,A$94000 - A$114000,AUD,94000,114000,104000
14850,$202000 - $240000,USD,202000,240000,221000
14851,€67000 - €81000,EUR,67000,81000,74000
14852,₹31L - ₹45L,INR,3100000,4500000,3800000
14853,"¥15,100 - ¥17,200",JPY,15100,17200,16150
14854,€152000 - €193000,EUR,152000,193000,172500
14855,"¥6,700 - ¥8,400",JPY,6700,8400,7550
14856,"¥9,600 - ¥12,400",JPY,9600,12400,11000
14857,$135000 - $165000,USD,135000,165000,150000
14858,$124000 - $155000,USD,124000,155000,139500
14859,€101000 - €113000,EUR,101000,113000,107000
14860,£113000 - £137000,GBP,113000,137000,125000
14861,C$150000 - C$196000,CAD,150000,196000,173000
14862,€146000 - €179000,EUR,146000,179000,162500
14863,"¥6,400 - ¥8,200",JPY,6400,8200,7300
14864,€64000 - €76000,EUR,64000,76000,70000
14865,£115000 - £146000,GBP,115000,146000,130500
14866,C$152000 - C$188000,CAD,152000,188000,170000
14867,€131000 - €150000,EUR,131000,150000,140500
14868,€52000 - €65000,EUR,52000,65000,58500
14869,S$99000 - S$127000,SGD,99000,127000,113000
14870,A$91000 - A$106000,AUD,91000,106000,98500
14871,A$130000 - A$169000,AUD,130000,169000,149500
14872,€103000 - €133000,EUR,103000,133000,118000
14873,CHF 92000 - CHF 114000,CHF,92000,114000,103000
14874,C$144000 - C$194000,CAD,144000,194000,169000
14875,CHF 60000 - CHF 75000,CHF,60000,75000,67500
14876,₹39L - ₹54L,INR,3900000,5400000,4650000
14877,€69000 - €76000,EUR,69000,76000,72500
14878,S$101000 - S$119000,SGD,101000,119000,110000
14879,£95000 - £135000,GBP,95000,135000,115000
14880,C$74000 - C$82000,CAD,74000,82000,78000
14881,€134000 - €168000,EUR,134000,168000,151000
14882,"¥9,300 - ¥10,900",JPY,9300,10900,10100
14883,A$144000 - A$164000,AUD,144000,164000,154000
14884,C$154000 - C$178000,CAD,154000,178000,166000
14885,£104000 - £140000,GBP,104000,140000,122000
14886,€138000 - €164000,EUR,138000,164000,151000
14887,€96000 - €117000,EUR,96000,117000,106500
14888,€92000 - €102000,EUR,92000,102000,97000
14889,£49000 - £59000,GBP,49000,59000,54000
14890,$88000 - $106000,USD,88000,106000,97000
14891,₹16L - ₹22L,INR,1600000,2200000,1900000
14892,€60000 - €82000,EUR,60000,82000,71000
14893,€152000 - €188000,EUR,152000,188000,170000
14894,A$137000 - A$171000,AUD,137000,171000,154000
14895,€101000 - €114000,EUR,101000,114000,107500
14896,€70000 - €91000,EUR,70000,91000,80500
14897,€102000 - €117000,EUR,102000,117000,109500
14898,C$149000 - C$196000,CAD,149000,196000,172500
14899,"¥9,600 - ¥12,400",JPY,9600,12400,11000
14900,€75000 - €96000,EUR,75000,96000,85500
14901,£48000 - £58000,GBP,48000,58000,53000
14902,$125000 - $143000,USD,125000,143000,134000
14903,€113000 - €146000,EUR,113000,146000,129500
14904,S$90000 - S$101000,SGD,90000,101000,95500
14905,CHF 101000 - CHF 123000,CHF,101000,123000,112000
14906,CHF 95000 - CHF 110000,CHF,95000,110000,102500
14907,£96000 - £129000,GBP,96000,129000,112500
14908,"¥13,000 - ¥15,300",JPY,13000,15300,14150
14909,"¥15,200 - ¥17,700",JPY,15200,17700,16450
14910,CHF 65000 - CHF 84000,CHF,65000,84000,74500
14911,€70000 - €95000,EUR,70000,95000,82500
14912,€100000 - €116000,EUR,100000,116000,108000
14913,£65000 - £78000,GBP,65000,78000,71500
14914,£74000 - £81000,GBP,74000,81000,77500
14915,€65000 - €82000,EUR,65000,82000,73500
14916,"¥15,300 - ¥18,600",JPY,15300,18600,16950
14917,"¥9,000 - ¥11,200",JPY,9000,11200,10100
14918,S$101000 - S$117000,SGD,101000,117000,109000
14919,S$96000 - S$118000,SGD,96000,118000,107000
14920,"¥14,600 - ¥18,100",JPY,14600,18100,16350
14921,C$74000 - C$96000,CAD,74000,96000,85000
14922,€65000 - €85000,EUR,65000,85000,75000
14923,£74000 - £82000,GBP,74000,82000,78000
14924,€65000 - €81000,EUR,65000,81000,73000
14925,$86000 - $115000,USD,86000,115000,100500
14926,€114000 - €132000,EUR,114000,132000,123000
14927,A$145000 - A$184000,AUD,145000,184000,164500
14928,CHF 102000 - CHF 126000,CHF,102000,126000,114000
14929,€93000 - €103000,EUR,93000,103000,98000
14930,A$153000 - A$187000,AUD,153000,187000,170000
14931,CHF 102000 - CHF 116000,CHF,102000,116000,109000
14932,S$100000 - S$120000,SGD,100000,120000,110000
14933,$187000 - $251000,USD,187000,251000,219000
14934,£73000 - £98000,GBP,73000,98000,85500
14935,€67000 - €92000,EUR,67000,92000,79500
14936,A$70000 - A$83000,AUD,70000,83000,76500
14937,€115000 - €150000,EUR,115000,150000,132500
14938,"¥6,700 - ¥7,500",JPY,6700,7500,7100
14939,C$144000 - C$172000,CAD,144000,172000,158000
14940,A$151000 - A$180000,AUD,151000,180000,165500
14941,$194000 - $272000,USD,194000,272000,233000
14942,€76000 - €99000,EUR,76000,99000,87500
14943,€102000 - €119000,EUR,102000,119000,110500
14944,£47000 - £62000,GBP,47000,62000,54500
14945,$126000 - $163000,USD,126000,163000,144500
14946,₹33L - ₹49L,INR,3300000,4900000,4100000
14947,C$100000 - C$129000,CAD,100000,129000,114500
14948,A$145000 - A$181000,AUD,145000,181000,163000
14949,$181000 - $243000,USD,181000,243000,212000
14950,CHF 92000 - CHF 112000,CHF,92000,112000,102000
14951,A$94000 - A$118000,AUD,94000,118000,106000
14952,"¥14,700 - ¥18,700",JPY,14700,18700,16700
14953,€102000 - €127000,EUR,102000,127000,114500
14954,€75000 - €85000,EUR,75000,85000,80000
14955,£109000 - £151000,GBP,109000,151000,130000
14956,₹16L - ₹24L,INR,1600000,2400000,2000000
14957,"¥9,900 - ¥11,600",JPY,9900,11600,10750
14958,CHF 135000 - CHF 172000,CHF,135000,172000,153500
14959,$211000 - $257000,USD,211000,257000,234000
14960,€101000 - €119000,EUR,101000,119000,110000
14961,€100000 - €125000,EUR,100000,125000,112500
14962,€90000 - €113000,EUR,90000,113000,101500
14963,€99000 - €119000,EUR,99000,119000,109000
14964,A$99000 - A$126000,AUD,99000,126000,112500
14965,S$103000 - S$122000,SGD,103000,122000,112500
14966,£66000 - £73000,GBP,66000,73000,69500
14967,₹18L - ₹28L,INR,1800000,2800000,2300000
14968,"¥9,400 - ¥11,600",JPY,9400,11600,10500
14969,₹17L - ₹20L,INR,1700000,2000000,1850000
14970,S$130000 - S$171000,SGD,130000,171000,150500
14971,€76000 - €97000,EUR,76000,97000,86500
14972,CHF 93000 - CHF 119000,CHF,93000,119000,106000
14973,₹19L - ₹26L,INR,1900000,2600000,2250000
14974,$138000 - $173000,USD,138000,173000,155500
14975,C$110000 - C$140000,CAD,110000,140000,125000
14976,CHF 60000 - CHF 80000,CHF,60000,80000,70000
14977,CHF 138000 - CHF 160000,CHF,138000,160000,149000
14978,€150000 - €195000,EUR,150000,195000,172500
14979,$123000 - $144000,USD,123000,144000,133500
14980,€96000 - €109000,EUR,96000,109000,102500
14981,₹20L - ₹31L,INR,2000000,3100000,2550000
14982,€133000 - €151000,EUR,133000,151000,142000
14983,CHF 152000 - CHF 188000,CHF,152000,188000,170000
14984,€68000 - €82000,EUR,68000,82000,75000
14985,€79000 - €88000,EUR,79000,88000,83500
14986,€103000 - €127000,EUR,103000,127000,115000
14987,€77000 - €87000,EUR,77000,87000,82000
14988,C$163000 - C$203000,CAD,163000,203000,183000
14989,C$75000 - C$94000,CAD,75000,94000,84500
14990,"¥10,300 - ¥13,100",JPY,10300,13100,11700
14991,€52000 - €62000,EUR,52000,62000,57000
14992,CHF 97000 - CHF 116000,CHF,97000,116000,106500
14993,$130000 - $149000,USD,130000,149000,139500
14994,C$75000 - C$87000,CAD,75000,87000,81000
14995,₹10L - ₹18L,INR,1000000,1800000,1400000
14996,£108000 - £145000,GBP,108000,145000,126500
14997,£70000 - £82000,GBP,70000,82000,76000
14998,₹19L - ₹26L,INR,1900000,2600000,2250000
14999,$126000 - $144000,USD,126000,144000,135000
15000,C$103000 - C$134000,CAD,103000,134000,118500
15001,"¥6,400 - ¥7,700",JPY,6400,7700,7050
15002,€70000 - €80000,EUR,70000,80000,75000
15003,€90000 - €111000,EUR,90000,111000,100500
15004,$84000 - $106000,USD,84000,106000,95000
15005,C$101000 - C$117000,CAD,101000,117000,109000
15006,₹35L - ₹50L,INR,3500000,5000000,4250000
15007,$225000 - $260000,USD,225000,260000,242500
15008,€101000 - €127000,EUR,101000,127000,114000
15009,€91000 - €120000,EUR,91000,120000,105500
15010,S$102000 - S$123000,SGD,102000,123000,112500
15011,€102000 - €131000,EUR,102000,131000,116500
15012,€99000 - €110000,EUR,99000,110000,104500
15013,₹31L - ₹54L,INR,3100000,5400000,4250000
15014,€140000 - €180000,EUR,140000,180000,160000
15015,£72000 - £79000,GBP,72000,79000,75500
15016,C$99000 - C$113000,CAD,99000,113000,106000
15017,€91000 - €120000,EUR,91000,120000,105500
15018,₹36L - ₹45L,INR,3600000,4500000,4050000
15019,€70000 - €88000,EUR,70000,88000,79000
15020,£71000 - £90000,GBP,71000,90000,80500
15021,S$144000 - S$169000,SGD,144000,169000,156500
15022,CHF 64000 - CHF 86000,CHF,64000,86000,75000
15023,£49000 - £56000,GBP,49000,56000,52500
15024,€92000 - €119000,EUR,92000,119000,105500
15025,A$97000 - A$119000,AUD,97000,119000,108000
15026,€91000 - €113000,EUR,91000,113000,102000
15027,€96000 - €106000,EUR,96000,106000,101000
15028,"¥9,200 - ¥10,200",JPY,9200,10200,9700
15029,€73000 - €82000,EUR,73000,82000,77500
15030,€97000 - €118000,EUR,97000,118000,107500
15031,C$71000 - C$85000,CAD,71000,85000,78000
15032,€52000 - €60000,EUR,52000,60000,56000
15033,€51000 - €59000,EUR,51000,59000,55000
15034,£66000 - £79000,GBP,66000,79000,72500
15035,C$108000 - C$137000,CAD,108000,137000,122500
15036,€96000 - €121000,EUR,96000,121000,108500
15037,€61000 - €75000,EUR,61000,75000,68000
15038,$209000 - $281000,USD,209000,281000,245000
15039,€101000 - €125000,EUR,101000,125000,113000
15040,CHF 137000 - CHF 160000,CHF,137000,160000,148500
15041,S$92000 - S$112000,SGD,92000,112000,102000
15042,€131000 - €166000,EUR,131000,166000,148500
15043,€112000 - €145000,EUR,112000,145000,128500
15044,€99000 - €119000,EUR,99000,119000,109000
15045,C$98000 - C$117000,CAD,98000,117000,107500
15046,S$95000 - S$112000,SGD,95000,112000,103500
15047,€91000 - €102000,EUR,91000,102000,96500
15048,A$141000 - A$184000,AUD,141000,184000,162500
15049,S$90000 - S$111000,SGD,90000,111000,100500
15050,€96000 - €126000,EUR,96000,126000,111000
15051,€105000 - €118000,EUR,105000,118000,111500
15052,€95000 - €112000,EUR,95000,112000,103500
15053,€78000 - €92000,EUR,78000,92000,85000
15054,₹18L - ₹25L,INR,1800000,2500000,2150000
15055,"¥9,200 - ¥11,600",JPY,9200,11600,10400
15056,S$97000 - S$122000,SGD,97000,122000,109500
15057,CHF 98000 - CHF 112000,CHF,98000,112000,105000
15058,"¥13,600 - ¥15,600",JPY,13600,15600,14600
15059,CHF 101000 - CHF 113000,CHF,101000,113000,107000
15060,€99000 - €129000,EUR,99000,129000,114000
15061,£48000 - £61000,GBP,48000,61000,54500
15062,A$139000 - A$176000,AUD,139000,176000,157500
15063,£49000 - £60000,GBP,49000,60000,54500
15064,"¥9,800 - ¥11,100",JPY,9800,11100,10450
15065,€91000 - €108000,EUR,91000,108000,99500
15066,€90000 - €115000,EUR,90000,115000,102500
15067,C$141000 - C$187000,CAD,141000,187000,164000
15068,€143000 - €163000,EUR,143000,163000,153000
15069,A$95000 - A$121000,AUD,95000,121000,108000
15070,A$90000 - A$109000,AUD,90000,109000,99500
15071,₹9L - ₹13L,INR,900000,1300000,1100000
15072,€68000 - €92000,EUR,68000,92000,80000
15073,CHF 96000 - CHF 113000,CHF,96000,113000,104500
15074,S$66000 - S$73000,SGD,66000,73000,69500
15075,₹8L - ₹13L,INR,800000,1300000,1050000
15076,A$145000 - A$170000,AUD,145000,170000,157500
15077,CHF 133000 - CHF 151000,CHF,133000,151000,142000
15078,A$97000 - A$119000,AUD,97000,119000,108000
15079,₹16L - ₹30L,INR,1600000,3000000,2300000
15080,€111000 - €140000,EUR,111000,140000,125500
15081,€149000 - €187000,EUR,149000,187000,168000
15082,CHF 97000 - CHF 111000,CHF,97000,111000,104000
15083,CHF 101000 - CHF 130000,CHF,101000,130000,115500
15084,₹17L - ₹30L,INR,1700000,3000000,2350000
15085,S$138000 - S$171000,SGD,138000,171000,154500
15086,CHF 100000 - CHF 122000,CHF,100000,122000,111000
15087,€99000 - €128000,EUR,99000,128000,113500
15088,$134000 - $149000,USD,134000,149000,141500
15089,€93000 - €116000,EUR,93000,116000,104500
15090,A$148000 - A$188000,AUD,148000,188000,168000
15091,CHF 100000 - CHF 114000,CHF,100000,114000,107000
15092,€61000 - €80000,EUR,61000,80000,70500
15093,C$78000 - C$99000,CAD,78000,99000,88500
15094,€144000 - €174000,EUR,144000,174000,159000
15095,₹38L - ₹59L,INR,3800000,5900000,4850000
15096,€53000 - €69000,EUR,53000,69000,61000
15097,S$70000 - S$90000,SGD,70000,90000,80000
15098,A$90000 - A$118000,AUD,90000,118000,104000
15099,€63000 - €83000,EUR,63000,83000,73000
15100,A$138000 - A$159000,AUD,138000,159000,148500
15101,£102000 - £120000,GBP,102000,120000,111000
15102,€96000 - €119000,EUR,96000,119000,107500
15103,"¥10,300 - ¥12,800",JPY,10300,12800,11550
15104,CHF 93000 - CHF 123000,CHF,93000,123000,108000
15105,€65000 - €75000,EUR,65000,75000,70000
15106,£75000 - £91000,GBP,75000,91000,83000
15107,₹36L - ₹53L,INR,3600000,5300000,4450000
15108,€78000 - €102000,EUR,78000,102000,90000
15109,€90000 - €119000,EUR,90000,119000,104500
15110,₹35L - ₹59L,INR,3500000,5900000,4700000
15111,S$93000 - S$116000,SGD,93000,116000,104500
15112,€64000 - €81000,EUR,64000,81000,72500
